i,t,m,j,Expenditure
030701088800919017,2018-19,Amhara,Onion,25
030701088800919017,2018-19,Amhara,Potato,16
030701088800919017,2018-19,Amhara,Salt,5
030701088800919027,2018-19,Amhara,Barley,22
030701088800919027,2018-19,Amhara,Berbere,40
030701088800919027,2018-19,Amhara,Coffee,30
030701088800919027,2018-19,Amhara,Field Pea,14
030701088800919027,2018-19,Amhara,Hops (gesho),13
030701088800919027,2018-19,Amhara,Kariya,12
030701088800919027,2018-19,Amhara,Oils,40
030701088800919027,2018-19,Amhara,Onion,25
030701088800919027,2018-19,Amhara,Pasta/Macaroni,23
030701088800919027,2018-19,Amhara,Potato,40
030701088800919027,2018-19,Amhara,Salt,5
030701088800919033,2018-19,Amhara,Berbere,10
030701088800919033,2018-19,Amhara,Coffee,10
030701088800919033,2018-19,Amhara,Kariya,5
030701088800919033,2018-19,Amhara,Maize,25
030701088800919033,2018-19,Amhara,Mango,3
030701088800919033,2018-19,Amhara,Millet,39
030701088800919033,2018-19,Amhara,Oils,15
030701088800919033,2018-19,Amhara,Onion,24
030701088800919033,2018-19,Amhara,Potato,10
030701088800919033,2018-19,Amhara,Poultry,80
030701088800919033,2018-19,Amhara,Salt,5
030701088800919033,2018-19,Amhara,Soda,12
030701088800919033,2018-19,Amhara,Vetch,20
030701088800919038,2018-19,Amhara,Barley,4.5
030701088800919038,2018-19,Amhara,Berbere,38
030701088800919038,2018-19,Amhara,Coffee,30
030701088800919038,2018-19,Amhara,Fenugreek,8
030701088800919038,2018-19,Amhara,Garlic,16
030701088800919038,2018-19,Amhara,Mango,1
030701088800919038,2018-19,Amhara,Oils,45
030701088800919038,2018-19,Amhara,Onion,25
030701088800919038,2018-19,Amhara,Salt,4
030701088800919038,2018-19,Amhara,Sugar,15
030701088800919049,2018-19,Amhara,Barley,5
030701088800919049,2018-19,Amhara,Berbere,40
030701088800919049,2018-19,Amhara,Coffee,20
030701088800919049,2018-19,Amhara,Fenugreek,4
030701088800919049,2018-19,Amhara,Garlic,38
030701088800919049,2018-19,Amhara,Hops (gesho),10
030701088800919049,2018-19,Amhara,Kariya,12
030701088800919049,2018-19,Amhara,Leafy Greens,8
030701088800919049,2018-19,Amhara,Mango,8
030701088800919049,2018-19,Amhara,Oils,40
030701088800919049,2018-19,Amhara,Onion,12
030701088800919049,2018-19,Amhara,Potato,16
030701088800919049,2018-19,Amhara,Salt,6
030701088800919049,2018-19,Amhara,Sugar,10
030701088800919059,2018-19,Amhara,Barley,4
030701088800919059,2018-19,Amhara,Berbere,5
030701088800919059,2018-19,Amhara,Fenugreek,3
030701088800919059,2018-19,Amhara,Hops (gesho),10
030701088800919059,2018-19,Amhara,Millet,36
030701088800919059,2018-19,Amhara,Oils,20
030701088800919059,2018-19,Amhara,Onion,8
030701088800919059,2018-19,Amhara,Salt,2
030701088800919059,2018-19,Amhara,Sugar,10
030701088800919069,2018-19,Amhara,Barley,17
030701088800919069,2018-19,Amhara,Berbere,15
030701088800919069,2018-19,Amhara,Coffee,60
030701088800919069,2018-19,Amhara,Fenugreek,10
030701088800919069,2018-19,Amhara,Field Pea,15
030701088800919069,2018-19,Amhara,Garlic,21
030701088800919069,2018-19,Amhara,Hops (gesho),5
030701088800919069,2018-19,Amhara,Niger Seed,20
030701088800919069,2018-19,Amhara,Oils,80
030701088800919069,2018-19,Amhara,Onion,25
030701088800919069,2018-19,Amhara,Potato,10
030701088800919069,2018-19,Amhara,Salt,3
030701088800919080,2018-19,Amhara,Barley,6
030701088800919080,2018-19,Amhara,Berbere,8
030701088800919080,2018-19,Amhara,Coffee,20
030701088800919080,2018-19,Amhara,Fenugreek,7
030701088800919080,2018-19,Amhara,Garlic,10
030701088800919080,2018-19,Amhara,Hops (gesho),5
030701088800919080,2018-19,Amhara,Oils,15
030701088800919080,2018-19,Amhara,Onion,6
030701088800919080,2018-19,Amhara,Potato,10
030701088800919080,2018-19,Amhara,Salt,3
030701088800919080,2018-19,Amhara,Sugar,8
030701088800919090,2018-19,Amhara,Banana,2
030701088800919090,2018-19,Amhara,Coffee,25
030701088800919090,2018-19,Amhara,Fenugreek,10
030701088800919090,2018-19,Amhara,Kariya,5
030701088800919090,2018-19,Amhara,Mango,5
030701088800919090,2018-19,Amhara,Oils,120
030701088800919090,2018-19,Amhara,Onion,25
030701088800919090,2018-19,Amhara,Poultry,110
030701088800919090,2018-19,Amhara,Salt,10
3.07011E+16,2018-19,Amhara,Banana,8
3.07011E+16,2018-19,Amhara,Barley,3.5
3.07011E+16,2018-19,Amhara,Berbere,20
3.07011E+16,2018-19,Amhara,Coffee,30
3.07011E+16,2018-19,Amhara,Fenugreek,4
3.07011E+16,2018-19,Amhara,Garlic,18
3.07011E+16,2018-19,Amhara,Hops (gesho),5
3.07011E+16,2018-19,Amhara,Kariya,7
3.07011E+16,2018-19,Amhara,Lentils,33
3.07011E+16,2018-19,Amhara,Mango,5
3.07011E+16,2018-19,Amhara,Oils,68
3.07011E+16,2018-19,Amhara,Onion,24
3.07011E+16,2018-19,Amhara,Potato,18
3.07011E+16,2018-19,Amhara,Salt,3
030703088802911004,2018-19,Amhara,Berbere,20
030703088802911004,2018-19,Amhara,Coffee,25
030703088802911004,2018-19,Amhara,Niger Seed,12
030703088802911004,2018-19,Amhara,Oils,20
030703088802911004,2018-19,Amhara,Onion,25
030703088802911004,2018-19,Amhara,Salt,4
030703088802911004,2018-19,Amhara,Vetch,32
030703088802911010,2018-19,Amhara,Onion,24
030703088802911010,2018-19,Amhara,Salt,1
030703088802911010,2018-19,Amhara,Vetch,27
030703088802911016,2018-19,Amhara,Barley,50
030703088802911016,2018-19,Amhara,Berbere,8
030703088802911016,2018-19,Amhara,Coffee,30
030703088802911016,2018-19,Amhara,Garlic,20
030703088802911016,2018-19,Amhara,Hops (gesho),13
030703088802911016,2018-19,Amhara,Maize,50
030703088802911016,2018-19,Amhara,Oils,20
030703088802911016,2018-19,Amhara,Onion,19
030703088802911016,2018-19,Amhara,Salt,1
030703088802911016,2018-19,Amhara,Vetch,27
030703088802911016,2018-19,Amhara,Wheat,20
030703088802911022,2018-19,Amhara,Berbere,10
030703088802911022,2018-19,Amhara,Coffee,12
030703088802911022,2018-19,Amhara,Onion,25
030703088802911022,2018-19,Amhara,Salt,5
030703088802911028,2018-19,Amhara,Berbere,20
030703088802911028,2018-19,Amhara,Oils,20
030703088802911028,2018-19,Amhara,Onion,22
030703088802911028,2018-19,Amhara,Salt,6
030703088802911028,2018-19,Amhara,Vetch,32
030703088802911034,2018-19,Amhara,Berbere,35
030703088802911034,2018-19,Amhara,Coffee,6
030703088802911034,2018-19,Amhara,Oils,20
030703088802911034,2018-19,Amhara,Onion,23
030703088802911034,2018-19,Amhara,Salt,4
030703088802911034,2018-19,Amhara,Vetch,29
030703088802911040,2018-19,Amhara,Banana,25
030703088802911040,2018-19,Amhara,Beetroot,6
030703088802911040,2018-19,Amhara,Berbere,30
030703088802911040,2018-19,Amhara,Carrot,3
030703088802911040,2018-19,Amhara,Coffee,25
030703088802911040,2018-19,Amhara,Field Pea,35
030703088802911040,2018-19,Amhara,Garlic,25
030703088802911040,2018-19,Amhara,Kariya,20
030703088802911040,2018-19,Amhara,Mango,30
030703088802911040,2018-19,Amhara,Oils,40
030703088802911040,2018-19,Amhara,Onion,20
030703088802911040,2018-19,Amhara,Orange,16
030703088802911040,2018-19,Amhara,Potato,10
030703088802911040,2018-19,Amhara,Salt,2
030703088802911040,2018-19,Amhara,Sugar,5
030703088802911040,2018-19,Amhara,Tomato,10
030703088802911040,2018-19,Amhara,Vetch,23
030703088802911046,2018-19,Amhara,Berbere,20
030703088802911046,2018-19,Amhara,Coffee,8
030703088802911046,2018-19,Amhara,Niger Seed,12
030703088802911046,2018-19,Amhara,Oils,20
030703088802911046,2018-19,Amhara,Onion,25
030703088802911046,2018-19,Amhara,Salt,6
030703088802911046,2018-19,Amhara,Vetch,32
030703088802911052,2018-19,Amhara,Berbere,40
030703088802911052,2018-19,Amhara,Coffee,12
030703088802911052,2018-19,Amhara,Fenugreek,24
030703088802911052,2018-19,Amhara,Niger Seed,12
030703088802911052,2018-19,Amhara,Oils,40
030703088802911052,2018-19,Amhara,Onion,25
030703088802911052,2018-19,Amhara,Salt,6
030703088802911052,2018-19,Amhara,Vetch,32
030703088802911058,2018-19,Amhara,Berbere,35
030703088802911058,2018-19,Amhara,Oils,20
030703088802911058,2018-19,Amhara,Onion,20
030703088802911058,2018-19,Amhara,Salt,6
030703088802911082,2018-19,Amhara,Berbere,23
030703088802911082,2018-19,Amhara,Bread/biscuit,12
030703088802911082,2018-19,Amhara,Coffee,50
030703088802911082,2018-19,Amhara,Garlic,25
030703088802911082,2018-19,Amhara,Kariya,9
030703088802911082,2018-19,Amhara,Leafy Greens,5
030703088802911082,2018-19,Amhara,Maize,63
030703088802911082,2018-19,Amhara,Onion,25
030703088802911082,2018-19,Amhara,Salt,1
030703088802911082,2018-19,Amhara,Teff,184
030703088802911082,2018-19,Amhara,Vetch,49
030706010100103018,2018-19,Amhara,Berbere,20
030706010100103018,2018-19,Amhara,Butter/ghee,30
030706010100103018,2018-19,Amhara,Coffee,10
030706010100103018,2018-19,Amhara,Kariya,20
030706010100103018,2018-19,Amhara,Leafy Greens,5
030706010100103018,2018-19,Amhara,Maize,40
030706010100103018,2018-19,Amhara,Niger Seed,40
030706010100103018,2018-19,Amhara,Potato,50
030706010100103018,2018-19,Amhara,Salt,2
030706010100103018,2018-19,Amhara,Sugar,6
030706010100103018,2018-19,Amhara,Tea,6
030706010100103018,2018-19,Amhara,Teff,125
030706010100103018,2018-19,Amhara,Vetch,20
030706010100103034,2018-19,Amhara,Berbere,250
030706010100103034,2018-19,Amhara,Potato,100
030706010100103034,2018-19,Amhara,Salt,2
030706010100103052,2018-19,Amhara,Berbere,25
030706010100103052,2018-19,Amhara,Kariya,20
030706010100103052,2018-19,Amhara,Leafy Greens,2
030706010100103052,2018-19,Amhara,Maize,45
030706010100103052,2018-19,Amhara,Oils,24
030706010100103052,2018-19,Amhara,Onion,25
030706010100103052,2018-19,Amhara,Potato,50
030706010100103052,2018-19,Amhara,Salt,2
030706010100103052,2018-19,Amhara,Teff,125
030706010100103052,2018-19,Amhara,Tella,24
030706010100103052,2018-19,Amhara,Vetch,40
3.0706E+16,2018-19,Amhara,Berbere,25
3.0706E+16,2018-19,Amhara,Butter/ghee,50
3.0706E+16,2018-19,Amhara,Chick Pea,10
3.0706E+16,2018-19,Amhara,Coffee,10
3.0706E+16,2018-19,Amhara,Garlic,10
3.0706E+16,2018-19,Amhara,Horsebeans,10
3.0706E+16,2018-19,Amhara,Kariya,10
3.0706E+16,2018-19,Amhara,Leafy Greens,10
3.0706E+16,2018-19,Amhara,Maize,40
3.0706E+16,2018-19,Amhara,Niger Seed,20
3.0706E+16,2018-19,Amhara,Onion,20
3.0706E+16,2018-19,Amhara,Potato,50
3.0706E+16,2018-19,Amhara,Poultry,100
3.0706E+16,2018-19,Amhara,Salt,2
3.0706E+16,2018-19,Amhara,Sugar,11
3.0706E+16,2018-19,Amhara,Tea,11
3.0706E+16,2018-19,Amhara,Teff,125
3.0706E+16,2018-19,Amhara,Vetch,10
3.0706E+16,2018-19,Amhara,Wheat,75
030706010100103124,2018-19,Amhara,Berbere,25
030706010100103124,2018-19,Amhara,Coffee,10
030706010100103124,2018-19,Amhara,Maize,27
030706010100103124,2018-19,Amhara,Niger Seed,14
030706010100103124,2018-19,Amhara,Onion,25
030706010100103124,2018-19,Amhara,Potato,20
030706010100103124,2018-19,Amhara,Salt,2
030706010100103124,2018-19,Amhara,Vetch,40
030706010100103124,2018-19,Amhara,Wheat,45
030706010100103161,2018-19,Amhara,Barley,40
030706010100103161,2018-19,Amhara,Berbere,25
030706010100103161,2018-19,Amhara,Kariya,10
030706010100103161,2018-19,Amhara,Leafy Greens,6
030706010100103161,2018-19,Amhara,Niger Seed,40
030706010100103161,2018-19,Amhara,Onion,25
030706010100103161,2018-19,Amhara,Potato,50
030706010100103161,2018-19,Amhara,Salt,2
030706010100103161,2018-19,Amhara,Sugar,10
030706010100103161,2018-19,Amhara,Vetch,40
030706010100103179,2018-19,Amhara,Banana,25
030706010100103179,2018-19,Amhara,Berbere,25
030706010100103179,2018-19,Amhara,Coffee,30
030706010100103179,2018-19,Amhara,Garlic,10
030706010100103179,2018-19,Amhara,Kariya,10
030706010100103179,2018-19,Amhara,Leafy Greens,21
030706010100103179,2018-19,Amhara,Maize,36
030706010100103179,2018-19,Amhara,Onion,25
030706010100103179,2018-19,Amhara,Potato,50
030706010100103179,2018-19,Amhara,Salt,2
030706010100103179,2018-19,Amhara,Tea,10
030706010100103179,2018-19,Amhara,Teff,100
030706010100103179,2018-19,Amhara,Tella,24
030706010100103179,2018-19,Amhara,Tomato,20
030706010100103221,2018-19,Amhara,Bread/biscuit,35
030706010100103221,2018-19,Amhara,Coffee,15
030706010100103221,2018-19,Amhara,Injera,210
030706010100103221,2018-19,Amhara,Tea,10
030706010100103221,2018-19,Amhara,Tella,42
030706010100103238,2018-19,Amhara,Berbere,15
030706010100103238,2018-19,Amhara,Kariya,5
030706010100103238,2018-19,Amhara,Leafy Greens,6
030706010100103238,2018-19,Amhara,Maize,27
030706010100103238,2018-19,Amhara,Niger Seed,20
030706010100103238,2018-19,Amhara,Onion,25
030706010100103238,2018-19,Amhara,Potato,20
030706010100103238,2018-19,Amhara,Salt,2
030706010100103238,2018-19,Amhara,Teff,75
030706010100103238,2018-19,Amhara,Tella,42
030706010100103238,2018-19,Amhara,Vetch,10
030706010100103257,2018-19,Amhara,Berbere,15
030706010100103257,2018-19,Amhara,Leafy Greens,5
030706010100103257,2018-19,Amhara,Maize,45
030706010100103257,2018-19,Amhara,Millet,75
030706010100103257,2018-19,Amhara,Onion,25
030706010100103257,2018-19,Amhara,Potato,20
030706010100103257,2018-19,Amhara,Salt,3
030706010100103257,2018-19,Amhara,Vetch,20
030706010100103281,2018-19,Amhara,Berbere,20
030706010100103281,2018-19,Amhara,Horsebeans,15
030706010100103281,2018-19,Amhara,Maize,30
030706010100103281,2018-19,Amhara,Potato,40
030706010100103281,2018-19,Amhara,Salt,1
030706010100103281,2018-19,Amhara,Teff,75
030706010100103281,2018-19,Amhara,Vetch,16
030706010100103281,2018-19,Amhara,Wheat,45
030707088800708009,2018-19,Amhara,Berbere,50
030707088800708009,2018-19,Amhara,Kariya,10
030707088800708009,2018-19,Amhara,Millet,40
030707088800708009,2018-19,Amhara,Oils,40
030707088800708009,2018-19,Amhara,Onion,20
030707088800708009,2018-19,Amhara,Potato,20
030707088800708009,2018-19,Amhara,Salt,6
030707088800708009,2018-19,Amhara,Shiro,60
030707088800708021,2018-19,Amhara,Berbere,20
030707088800708021,2018-19,Amhara,Oils,20
030707088800708021,2018-19,Amhara,Onion,5
030707088800708021,2018-19,Amhara,Potato,10
030707088800708021,2018-19,Amhara,Salt,2
030707088800708021,2018-19,Amhara,Shiro,50
030707088800708021,2018-19,Amhara,Vetch,16
030707088800708033,2018-19,Amhara,Berbere,30
030707088800708033,2018-19,Amhara,Oils,10
030707088800708033,2018-19,Amhara,Onion,9
030707088800708033,2018-19,Amhara,Potato,20
030707088800708033,2018-19,Amhara,Salt,2
030707088800708045,2018-19,Amhara,Berbere,6
030707088800708045,2018-19,Amhara,Oils,17
030707088800708045,2018-19,Amhara,Onion,12
030707088800708045,2018-19,Amhara,Potato,20
030707088800708045,2018-19,Amhara,Salt,1
030707088800708045,2018-19,Amhara,Shiro,50
030707088800708045,2018-19,Amhara,Sugar,5
030707088800708045,2018-19,Amhara,Vetch,50
030707088800708057,2018-19,Amhara,Berbere,5
030707088800708057,2018-19,Amhara,Oils,10
030707088800708057,2018-19,Amhara,Onion,5
030707088800708057,2018-19,Amhara,Potato,10
030707088800708057,2018-19,Amhara,Salt,2
030707088800708057,2018-19,Amhara,Shiro,15
030707088800708069,2018-19,Amhara,Oils,17
030707088800708069,2018-19,Amhara,Onion,10
030707088800708069,2018-19,Amhara,Potato,20
030707088800708069,2018-19,Amhara,Salt,1
030707088800708081,2018-19,Amhara,Oils,20
030707088800708081,2018-19,Amhara,Onion,25
030707088800708081,2018-19,Amhara,Potato,50
030707088800708081,2018-19,Amhara,Salt,7
030707088800708093,2018-19,Amhara,Oils,18
030707088800708093,2018-19,Amhara,Onion,10
030707088800708093,2018-19,Amhara,Potato,18
030707088800708093,2018-19,Amhara,Salt,12
030707088800708105,2018-19,Amhara,Beef,100
030707088800708105,2018-19,Amhara,Oils,20
030707088800708105,2018-19,Amhara,Onion,18
030707088800708105,2018-19,Amhara,Potato,25
030707088800708105,2018-19,Amhara,Salt,6
030707088800708117,2018-19,Amhara,Barley,20
030707088800708117,2018-19,Amhara,Berbere,50
030707088800708117,2018-19,Amhara,Hops (gesho),30
030707088800708117,2018-19,Amhara,Oils,20
030707088800708117,2018-19,Amhara,Onion,20
030707088800708117,2018-19,Amhara,Potato,20
030707088800708117,2018-19,Amhara,Salt,6
030707088800708117,2018-19,Amhara,Shiro,70
030707088800708117,2018-19,Amhara,Vetch,18
030710088801809008,2018-19,Amhara,Beef,600
030710088801809008,2018-19,Amhara,Coffee,10
030710088801809008,2018-19,Amhara,Field Pea,40
030710088801809008,2018-19,Amhara,Garlic,20
030710088801809008,2018-19,Amhara,Oils,50
030710088801809008,2018-19,Amhara,Onion,48
030710088801809008,2018-19,Amhara,Potato,30
030710088801809008,2018-19,Amhara,Salt,2
030710088801809008,2018-19,Amhara,Sugar,6
030710088801809016,2018-19,Amhara,Coffee,25
030710088801809016,2018-19,Amhara,Goat & mutton meat,150
030710088801809016,2018-19,Amhara,Kariya,5
030710088801809016,2018-19,Amhara,Oils,40
030710088801809016,2018-19,Amhara,Onion,52
030710088801809016,2018-19,Amhara,Potato,24
030710088801809016,2018-19,Amhara,Salt,5
030710088801809016,2018-19,Amhara,Sugar,6
030710088801809024,2018-19,Amhara,Fenugreek,8
030710088801809024,2018-19,Amhara,Garlic,5
030710088801809024,2018-19,Amhara,Kariya,5
030710088801809024,2018-19,Amhara,Leafy Greens,6
030710088801809024,2018-19,Amhara,Oils,40
030710088801809024,2018-19,Amhara,Onion,50
030710088801809024,2018-19,Amhara,Potato,30
030710088801809024,2018-19,Amhara,Salt,2
030710088801809032,2018-19,Amhara,Field Pea,90
030710088801809032,2018-19,Amhara,Hops (gesho),30
030710088801809032,2018-19,Amhara,Horsebeans,80
030710088801809032,2018-19,Amhara,Onion,14
030710088801809032,2018-19,Amhara,Salt,5
030710088801809032,2018-19,Amhara,Sugar,12
030710088801809040,2018-19,Amhara,Beer,90
030710088801809040,2018-19,Amhara,Chick Pea,12
030710088801809040,2018-19,Amhara,Coffee,14
030710088801809040,2018-19,Amhara,Fenugreek,6
030710088801809040,2018-19,Amhara,Garlic,20
030710088801809040,2018-19,Amhara,Ground nuts,10
030710088801809040,2018-19,Amhara,Oils,40
030710088801809040,2018-19,Amhara,Onion,50
030710088801809040,2018-19,Amhara,Pasta/Macaroni,20
030710088801809040,2018-19,Amhara,Potato,20
030710088801809040,2018-19,Amhara,Salt,2
030710088801809040,2018-19,Amhara,Sugar,6
030710088801809040,2018-19,Amhara,Tea,18
030710088801809040,2018-19,Amhara,Teff,35
030710088801809040,2018-19,Amhara,Tella,15
030710088801809040,2018-19,Amhara,Wheat,15
030710088801809048,2018-19,Amhara,Chick Pea,15
030710088801809048,2018-19,Amhara,Coffee,8
030710088801809048,2018-19,Amhara,Fenugreek,12
030710088801809048,2018-19,Amhara,Horsebeans,40
030710088801809048,2018-19,Amhara,Oils,40
030710088801809048,2018-19,Amhara,Onion,46
030710088801809048,2018-19,Amhara,Potato,20
030710088801809048,2018-19,Amhara,Salt,4
030710088801809048,2018-19,Amhara,Tea,15
030710088801809056,2018-19,Amhara,Coffee,12
030710088801809056,2018-19,Amhara,Horsebeans,40
030710088801809056,2018-19,Amhara,Oils,25
030710088801809056,2018-19,Amhara,Onion,25
030710088801809056,2018-19,Amhara,Potato,20
030710088801809056,2018-19,Amhara,Salt,3
030710088801809064,2018-19,Amhara,Onion,50
030710088801809064,2018-19,Amhara,Salt,3
030710088801809072,2018-19,Amhara,Chick Pea,80
030710088801809072,2018-19,Amhara,Coffee,25
030710088801809072,2018-19,Amhara,Oils,50
030710088801809072,2018-19,Amhara,Onion,24
030710088801809072,2018-19,Amhara,Potato,20
